,anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme
13414,9941,Tiger & Bunny,Tiger & Bunny,TIGER & BUNNY （タイガー・アンド・バニー）,"Tiger and Bunny, Taibani",https://myanimelist.cdn-dena.com/images/anime/13/29466.jpg,TV,Original,25,Finished Airing,False,"Apr 3, 2011 to Sep 18, 2011","{'from': '2011-04-03', 'to': '2011-09-18'}",24 min. per ep.,PG-13 - Teens 13 or older,8.06,54916,480.0,605,137864,2454,,Spring 2011,Unknown,"{'Adaptation': [{'mal_id': 27203, 'type': 'manga', 'url': 'https://myanimelist.net/manga/27203/Tiger___Bunny', 'title': 'Tiger & Bunny'}, {'mal_id': 29553, 'type': 'manga', 'url': 'https://myanimelist.net/manga/29553/Tiger___Bunny', 'title': 'Tiger & Bunny'}, {'mal_id': 32297, 'type': 'manga', 'url': 'https://myanimelist.net/manga/32297/Tiger___Bunny_The_Comic', 'title': 'Tiger & Bunny The Comic'}, {'mal_id': 63731, 'type': 'manga', 'url': 'https://myanimelist.net/manga/63731/Tiger___Bunny_Koushiki_Anthology', 'title': 'Tiger & Bunny Koushiki Anthology'}], 'Prequel': [{'mal_id': 11099, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11099/Tiger___Bunny_Pilot', 'title': 'Tiger & Bunny Pilot'}], 'Side story': [{'mal_id': 12015, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12015/Tiger___Bunny_Movie_1__The_Beginning', 'title': 'Tiger & Bunny Movie 1: The Beginning'}], 'Sequel': [{'mal_id': 12017, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12017/Tiger___Bunny_Movie_2__The_Rising', 'title': 'Tiger & Bunny Movie 2: The Rising'}], 'Summary': [{'mal_id': 30178, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30178/Tiger___Bunny_Recaps', 'title': 'Tiger & Bunny Recaps'}], 'Other': [{'mal_id': 30537, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30537/Tiger___Bunny__Too_Many_Cooks_Spoil_the_Broth', 'title': 'Tiger & Bunny: Too Many Cooks Spoil the Broth.'}, {'mal_id': 37496, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37496/Double_Decker_Doug___Kirill', 'title': 'Double Decker! Doug & Kirill'}]}","Bandai Visual, Mainichi Broadcasting System, Tohokushinsha Film Corporation",Viz Media,Sunrise,"Action, Mystery, Comedy, Super Power","['#1: ""Orion wo nazoru (オリオンをなぞる)"" by UNISON SQUARE GARDEN (eps 1-13)', '#2: ""Missing Link (ミッシングリンク)"" by NOVELS (eps 14-25)']","['#1: ""Hoshi no Sumika (星のすみか)"" by Aobozu (eps 1-13)', '#2: ""Mind Game (マインドゲーム)"" by Tamaki (eps 14-24)', '#3: ""Orion wo nazoru (オリオンをなぞる)"" by UNISON SQUARE GARDEN (ep 25)']"
13499,34591,Natsume Yuujinchou Roku,Natsume&#039;s Book of Friends Season 6,夏目友人帳 陸,"Natsume Yuujinchou Season 6, Natsume&#039;s Book of Friends Six",https://myanimelist.cdn-dena.com/images/anime/6/84416.jpg,TV,Manga,11,Finished Airing,False,"Apr 12, 2017 to Jun 21, 2017","{'from': '2017-04-12', 'to': '2017-06-21'}",23 min. per ep.,PG-13 - Teens 13 or older,8.74,24355,39.0,1227,66232,519,,Spring 2017,Wednesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 1859, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1859/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}], 'Prequel': [{'mal_id': 32983, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go', 'title': 'Natsume Yuujinchou Go'}], 'Side story': [{'mal_id': 36275, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials', 'title': 'Natsume Yuujinchou Roku Specials'}], 'Sequel': [{'mal_id': 36538, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu', 'title': 'Natsume Yuujinchou Movie: Utsusemi ni Musubu'}]}","TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",,Shuka,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural","['""Floria (フローリア)"" by Tomohisa Sako']","['""Kimi no Uta (きみのうた)"" by Rei Yasuda']"
13516,122,Full Moon wo Sagashite,Searching for the Full Moon,満月をさがして,Full Moon o Sagashite,https://myanimelist.cdn-dena.com/images/anime/9/6265.jpg,TV,Manga,52,Finished Airing,False,"Apr 6, 2002 to Mar 29, 2003","{'from': '2002-04-06', 'to': '2003-03-29'}",24 min. per ep.,PG-13 - Teens 13 or older,8.05,31213,489.0,1158,70963,1569,"Full Moon wo Sagashite only follows its manga source for about one episode before going down a different route.VIZ Media had licensed the series, but released only the first 28 episodes on DVD before dropping the title. It was later streamed in its entirety in subbed-only form on Hulu before expiring from the service in August 2013.",Spring 2002,Saturdays at 07:30 (JST),"{'Adaptation': [{'mal_id': 8, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8/Full_Moon_wo_Sagashite', 'title': 'Full Moon wo Sagashite'}], 'Side story': [{'mal_id': 1996, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1996/Full_Moon_wo_Sagashite__Kawaii_Kawaii_Daibouken', 'title': 'Full Moon wo Sagashite: Kawaii Kawaii Daibouken'}]}",Nihon Ad Systems,Viz Media,Studio Deen,"Music, Comedy, Supernatural, Drama, Romance, Shoujo","['#1: ""I ♥ U"" by THE*SCANTY (eps 1-26)', '#2: ""Rock&#039;n Roll Princess"" by THE*SCANTY (eps 27-52)']","['#1: ""New Future"" by Changin&#039; My Life (eps 01-06,52)', '#2: ""My self"" by Changin&#039; My Life (eps 07-26)', '#3: ""Eternal Snow"" by Changin&#039; My Life (eps 27-42)', '#4: ""Love Chronicle"" by Changin&#039; My Life (eps 43-51)']"
13567,57,Beck,Beck: Mongolian Chop Squad,ベック,BECK,https://myanimelist.cdn-dena.com/images/anime/11/11636.jpg,TV,Manga,26,Finished Airing,False,"Oct 7, 2004 to Mar 31, 2005","{'from': '2004-10-07', 'to': '2005-03-31'}",25 min. per ep.,R - 17+ (violence & profanity),8.37,87024,181.0,414,184685,5739,,Fall 2004,Thursdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 145, 'type': 'manga', 'url': 'https://myanimelist.net/manga/145/Beck', 'title': 'Beck'}]}","Marvelous, Starchild Records, Asatsu DK, Kodansha",Funimation,Madhouse,"Comedy, Drama, Music, Shounen, Slice of Life","['""Hit in the USA"" by Beat Crusaders']","['#1: ""My World Down"" by Meister (eps 1-20)', '#2: ""Moon on the Water"" by Sowelu (eps 21-25)', '#3: ""Slip Out"" by Beck/Mongolian Chop Squad (ep 26)']"
13590,29803,Overlord,Overlord,オーバーロード,,https://myanimelist.cdn-dena.com/images/anime/7/88019.jpg,TV,Light novel,13,Finished Airing,False,"Jul 7, 2015 to Sep 29, 2015","{'from': '2015-07-07', 'to': '2015-09-29'}",24 min. per ep.,R - 17+ (violence & profanity),8.06,273565,478.0,90,475885,7477,,Summer 2015,Tuesdays at 23:00 (JST),"{'Adaptation': [{'mal_id': 81669, 'type': 'manga', 'url': 'https://myanimelist.net/manga/81669/Overlord', 'title': 'Overlord'}], 'Side story': [{'mal_id': 31138, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31138/Overlord__Ple_Ple_Pleiades', 'title': 'Overlord: Ple Ple Pleiades'}, {'mal_id': 33372, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33372/Overlord__Ple_Ple_Pleiades_OVA', 'title': 'Overlord: Ple Ple Pleiades (OVA)'}, {'mal_id': 37264, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37264/Overlord_Picture_Drama', 'title': 'Overlord Picture Drama'}], 'Summary': [{'mal_id': 34161, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34161/Overlord_Movie_1__Fushisha_no_Ou', 'title': 'Overlord Movie 1: Fushisha no Ou'}, {'mal_id': 34428, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34428/Overlord_Movie_2__Shikkoku_no_Eiyuu', 'title': 'Overlord Movie 2: Shikkoku no Eiyuu'}], 'Sequel': [{'mal_id': 35073, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35073/Overlord_II', 'title': 'Overlord II'}], 'Other': [{'mal_id': 36497, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36497/Overlord__Ple_Ple_Pleiades_Theatrical_Version', 'title': 'Overlord: Ple Ple Pleiades Theatrical Version'}, {'mal_id': 36683, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36683/Overlord_Movie__Manner_Movie', 'title': 'Overlord Movie: Manner Movie'}]}","AT-X, Grooove, Hakuhodo DY Music &amp; Pictures, Kadokawa",Funimation,Madhouse,"Action, Game, Adventure, Supernatural, Magic, Fantasy","['""Clattanoia"" by O×T (Masayoshi Oishi × Tom-H@ck)']","['""L.L.L."" by MYTH&ROID']"
13606,6547,Angel Beats!,Angel Beats!,Angel Beats!（エンジェルビーツ）,,https://myanimelist.cdn-dena.com/images/anime/10/22061.jpg,TV,Original,13,Finished Airing,False,"Apr 3, 2010 to Jun 26, 2010","{'from': '2010-04-03', 'to': '2010-06-26'}",24 min. per ep.,PG-13 - Teens 13 or older,8.31,641851,227.0,7,1010771,36456,"Angel Beats! is an original anime that was created by screenplay writer Jun Maeda and directed by Seiji Kishi. A manga adaptation was later released by Jun Maeda and published by ASCII Media Works in Dengeki G&#039;s Magazine. The manga was used as a way to expand on elements of the plot that could not be fitted into the show&#039;s original running time. The series has been praised for its integration of music, humor, and action into a plot with deep and powerful themes. The show was chosen as a recommended work by the awards jury of the 18th Japan Media Arts Festival in the year 2014. ",Spring 2010,Unknown,"{'Adaptation': [{'mal_id': 16648, 'type': 'manga', 'url': 'https://myanimelist.net/manga/16648/Angel_Beats__Track_Zero', 'title': 'Angel Beats!: Track Zero'}, {'mal_id': 19672, 'type': 'manga', 'url': 'https://myanimelist.net/manga/19672/Angel_Beats_The_4-koma__Bokura_no_Sensen_Koushinkyoku♪', 'title': 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku♪'}], 'Side story': [{'mal_id': 9062, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9062/Angel_Beats_Specials', 'title': 'Angel Beats! Specials'}, {'mal_id': 10067, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10067/Angel_Beats__Another_Epilogue', 'title': 'Angel Beats!: Another Epilogue'}]}","Aniplex, Dentsu, Mainichi Broadcasting System, CBC, Movic, Visual Art&#039;s, ASCII Media Works",Sentai Filmworks,P.A. Works,"Action, Comedy, Drama, School, Supernatural","['#1: ""My Soul, Your Beats!"" by Lia (TV: eps 2-3, 5-9, 11; BD/DVD: eps 1-3, 5-13)', '#2: ""My Soul, Your Beats!"" by LiSA (ep 4)']","['#1: ""Brave Song"" by Aoi Tada (eps 1-9, 11-12)', '#2: ""Ichiban no Takaramono ~Yui final ver.~ (一番の宝物 ~Yui final ver.~)"" by Girls Dead Monster feat. LiSA (ep 10)', '#3: ""Ichiban no Takaramono (一番の宝物)"" by karuta (ep 13)']"
13667,2034,Lovely★Complex,Lovely Complex,ラブ★コン,"Love★Com, Love Com",https://myanimelist.cdn-dena.com/images/anime/11/75563.jpg,TV,Manga,24,Finished Airing,False,"Apr 7, 2007 to Sep 29, 2007","{'from': '2007-04-07', 'to': '2007-09-29'}",24 min. per ep.,PG-13 - Teens 13 or older,8.18,159785,335.0,209,301904,7013,,Spring 2007,Unknown,"{'Adaptation': [{'mal_id': 31, 'type': 'manga', 'url': 'https://myanimelist.net/manga/31/Lovely★Complex', 'title': 'Lovely★Complex'}]}","TBS, TAP, Sony Music Entertainment, Shueisha, Nichion",Discotek Media,Toei Animation,"Comedy, Romance, Shoujo","['#1: ""Kimi + Boku = Love?"" by Tegomass (eps 1-13)', '#2: ""Hey! Say!"" by Hey!Say! 7 (eps 14-24)']","['#1: ""Kiss ~ Kaerimichi no Love Song"" by Tegomass (eps 1-13)', '#2: ""BON BON"" by Hey! Say! 7 (eps 14-24)']"
13687,2159,Ookiku Furikabutte,Big Windup!,おおきく振りかぶって,"Oofuri, Ohkiku Furikabutte, Swing Big!",https://myanimelist.cdn-dena.com/images/anime/2/20751.jpg,TV,Manga,25,Finished Airing,False,"Apr 13, 2007 to Sep 28, 2007","{'from': '2007-04-13', 'to': '2007-09-28'}",25 min. per ep.,PG-13 - Teens 13 or older,8.06,25390,479.0,1340,60550,1474,,Spring 2007,Unknown,"{'Adaptation': [{'mal_id': 994, 'type': 'manga', 'url': 'https://myanimelist.net/manga/994/Ookiku_Furikabutte', 'title': 'Ookiku Furikabutte'}], 'Side story': [{'mal_id': 3887, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3887/Ookiku_Furikabutte_Special', 'title': 'Ookiku Furikabutte Special'}], 'Sequel': [{'mal_id': 7720, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7720/Ookiku_Furikabutte__Natsu_no_Taikai-hen', 'title': 'Ookiku Furikabutte: Natsu no Taikai-hen'}], 'Summary': [{'mal_id': 8423, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8423/Ookiku_Furikabutte__Natsu_no_Scorebook', 'title': 'Ookiku Furikabutte: Natsu no Scorebook'}]}","Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha",Funimation,A-1 Pictures,"Comedy, Sports","['#1: ""Dramatic (ドラマチック)"" by Base Ball Bear (eps 1-13)', '#2: ""Seishun Line (青春ライン)"" by Ikimonogakari (eps 14-25)']","['#1: ""Medaka no Mita Niji (メダカの見た虹)"" by Kozue Takada (eps 1-13)', '#2: ""Arigatou (ありがとう)"" by SunSet Swish (eps 14-25)']"
13726,1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,,https://myanimelist.cdn-dena.com/images/anime/5/50331.jpg,TV,Original,25,Finished Airing,False,"Oct 6, 2006 to Jul 29, 2007","{'from': '2006-10-06', 'to': '2007-07-29'}",24 min. per ep.,R - 17+ (violence & profanity),8.79,627740,30.0,9,986897,63614,"Code Geass: Hangyaku no Lelouch is an original anime series by Sunrise animation studio with original character designs by the all-female Japanese manga artist group Clamp. Manga and light novels based off the show have been published by Kadokawa Shoten. The show has sold millions of DVDs and Blu-ray volumes and is extremely popular in both Japan and North America. The show is known for its multi-genre appeal and for its diverse cast of characters who face many moral dilemmas over the course of the series.The last two episodes received a pre-airing on an event, July 21, 2007. Regular broadcasting was on July 29, 2007.The series won: ""The Best Anime TV Series"" award at the 2007 Tokyo International Anime Fair, ""The Best TV animation"" award at the twelfth Animation Kobe, and ""The Most Popular Anime"" award at the Animage &#039;s 29th Annual Anime Grand Prix. ",Fall 2006,Fridays at 01:25 (JST),"{'Adaptation': [{'mal_id': 1528, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1528/Code_Geass__Hangyaku_no_Lelouch', 'title': 'Code Geass: Hangyaku no Lelouch'}], 'Side story': [{'mal_id': 1953, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1953/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama', 'title': 'Code Geass: Hangyaku no Lelouch Picture Drama'}, {'mal_id': 33155, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33155/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama_-_Hajimari_no_Zenya', 'title': 'Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya'}], 'Summary': [{'mal_id': 2124, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2124/Code_Geass__Hangyaku_no_Lelouch_Recaps', 'title': 'Code Geass: Hangyaku no Lelouch Recaps'}, {'mal_id': 4596, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4596/Code_Geass__Hangyaku_no_Lelouch_Special_Edition_Black_Rebellion', 'title': 'Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion'}], 'Sequel': [{'mal_id': 2904, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2', 'title': 'Code Geass: Hangyaku no Lelouch R2'}], 'Alternative setting': [{'mal_id': 8888, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8888/Code_Geass__Boukoku_no_Akito_1_-_Yokuryuu_wa_Maiorita', 'title': 'Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita'}, {'mal_id': 15197, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15197/Code_Geass__Boukoku_no_Akito_2_-_Hikisakareshi_Yokuryuu', 'title': 'Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu'}, {'mal_id': 15199, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15199/Code_Geass__Boukoku_no_Akito_3_-_Kagayaku_Mono_Ten_yori_Otsu', 'title': 'Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu'}, {'mal_id': 15201, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15201/Code_Geass__Boukoku_no_Akito_4_-_Nikushimi_no_Kioku_kara', 'title': 'Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara'}, {'mal_id': 17277, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17277/Code_Geass__Soubou_no_Oz_Picture_Drama', 'title': 'Code Geass: Soubou no Oz Picture Drama'}, {'mal_id': 30711, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30711/Code_Geass__Boukoku_no_Akito_5_-_Itoshiki_Monotachi_e', 'title': 'Code Geass: Boukoku no Akito 5 - Itoshiki Monotachi e'}], 'Spin-off': [{'mal_id': 12685, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12685/Code_Geass__Hangyaku_no_Lelouch_-_Nunnally_in_Wonderland', 'title': 'Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland'}], 'Alternative version': [{'mal_id': 34438, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34438/Code_Geass__Hangyaku_no_Lelouch_I_-_Koudou', 'title': 'Code Geass: Hangyaku no Lelouch I - Koudou'}, {'mal_id': 34439, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34439/Code_Geass__Hangyaku_no_Lelouch_II_-_Handou', 'title': 'Code Geass: Hangyaku no Lelouch II - Handou'}]}","Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School","['#1: ""COLORS"" by FLOW (eps 1-12)', '#2: ""Kaidoku Funou (解読不能)"" by Jinn (eps 13-23)', '#3: ""Hitomi no Tsubasa (瞳ノ翼)"" by Access (eps 24-25)']","['#1: ""Yuukyou Seishunka (勇侠青春謳)"" by Ali Project (eps 1-12)', '#2: ""Mosaic Kakera (モザイクカケラ)"" by SunSet Swish (eps 13-23)', '#3: ""COLORS"" by FLOW (ep 24)', '#4: ""Innocent Days"" by Hitomi (ep 25)']"
13730,14807,Kara no Kyoukai: Mirai Fukuin,the Garden of sinners -recalled out summer-,劇場版 空の境界 未来福音,Kara no Kyoukai: the Garden of sinners/recalled out summer,https://myanimelist.cdn-dena.com/images/anime/6/56621.jpg,Movie,Light novel,1,Finished Airing,False,"Sep 28, 2013","{'from': '2013-09-28', 'to': '2013-09-28'}",1 hr. 30 min.,R - 17+ (violence & profanity),8.09,25600,447.0,1408,56473,146,,,,"{'Adaptation': [{'mal_id': 10429, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10429/Kara_no_Kyoukai__Mirai_Fukuin_-_The_Garden_of_Sinners_Recalled_Out_Summer', 'title': 'Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer'}], 'Prequel': [{'mal_id': 6954, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6954/Kara_no_Kyoukai_8__Shuushou', 'title': 'Kara no Kyoukai 8: Shuushou'}], 'Side story': [{'mal_id': 22763, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22763/Kara_no_Kyoukai__Mirai_Fukuin_-_Extra_Chorus', 'title': 'Kara no Kyoukai: Mirai Fukuin - Extra Chorus'}], 'Other': [{'mal_id': 22847, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22847/Kara_no_Kyoukai__Mirai_Fukuin_-_Manner_Movie', 'title': 'Kara no Kyoukai: Mirai Fukuin - Manner Movie'}]}",Notes,Aniplex of America,ufotable,"Drama, Mystery, Seinen, Supernatural",[],"['""アレルヤ (Hallelujah)"" by Kalafina']"
13789,24415,Kuroko no Basket 3rd Season,Kuroko&#039;s Basketball 3,黒子のバスケ,Kuroko no Basuke 3rd Season,https://myanimelist.cdn-dena.com/images/anime/4/68299.jpg,TV,Manga,25,Finished Airing,False,"Jan 11, 2015 to Jun 30, 2015","{'from': '2015-01-11', 'to': '2015-06-30'}",24 min. per ep.,PG-13 - Teens 13 or older,8.54,174065,88.0,226,287422,3360,,Winter 2015,Sundays at 01:58 (JST),"{'Adaptation': [{'mal_id': 11652, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11652/Kuroko_no_Basket', 'title': 'Kuroko no Basket'}], 'Prequel': [{'mal_id': 16894, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season', 'title': 'Kuroko no Basket 2nd Season'}], 'Other': [{'mal_id': 30311, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30311/Kuroko_no_Basket_3rd_Season_NG-shuu', 'title': 'Kuroko no Basket 3rd Season NG-shuu'}], 'Side story': [{'mal_id': 31051, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31051/Kuroko_no_Basket__Saikou_no_Present_Desu', 'title': 'Kuroko no Basket: Saikou no Present Desu'}], 'Sequel': [{'mal_id': 31658, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31658/Kuroko_no_Basket_Movie_4__Last_Game', 'title': 'Kuroko no Basket Movie 4: Last Game'}], 'Summary': [{'mal_id': 32871, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32871/Kuroko_no_Basket_Movie_3__Winter_Cup_-_Tobira_no_Mukou', 'title': 'Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou'}]}","Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",,Production I.G,"Comedy, Sports, School, Shounen","['#1: ""Punky Funky Love"" by GRANRODEO (eps 1-12)', '#2: ""ZERO"" by Kensho Ono (eps 13-16)', '#3: ""Memories (メモリーズ)"" by GRANRODEO (eps 17-25)']","['#1: ""GLITTER DAYS"" by Fo&#039;xTails (eps 1-12)', '#2: ""Ambivalence (アンビバレンス)"" by SCREEN mode (eps 13-16)', '#3: ""Lantana"" by OLDCODEX (eps 17-25)']"
